id,date,name,docs-1,docs-delta-docs-percent-1,docs-percent-1,docs-2,docs-delta-docs-percent-2,docs-percent-2,docs-3,docs-delta-docs-percent-3,docs-percent-3,docs-4,docs-delta-docs-percent-4,docs-percent-4,docs-5,docs-delta-docs-percent-5,docs-percent-5,docs-6,docs-delta-docs-percent-6,docs-percent-6,docs-7,docs-delta-docs-percent-7,docs-percent-7,docs-8,docs-delta-docs-percent-8,docs-percent-8,docs-9,docs-delta-docs-percent-9,docs-percent-9,docs-10,docs-delta-docs-percent-10,docs-percent-10,docs-11,docs-delta-docs-percent-11,docs-percent-11,docs-12,docs-delta-docs-percent-12,docs-percent-12,docs-13,docs-delta-docs-percent-13,docs-percent-13
BRB,2020-06-28,Barbados,40,90.5,10.1,14,55.6,3.5,31,10.7,7.8,128,18.5,32.2,12,20.0,3.0,7,-46.2,1.8,1,-66.7,0.3,33,-31.2,8.3,41,41.4,10.3,40,-13.0,10.1,3,-25.0,0.8,20,-51.2,5.0,27,-18.2,6.8
BRB,2020-06-29,Barbados,21,-47.5,5.4,12,-14.3,3.1,25,-19.4,6.4,128,0.0,32.7,0,-100.0,0,15,114.3,3.8,4,300.0,1.0,48,45.5,12.2,23,-43.9,5.9,24,-40.0,6.1,3,0.0,0.8,52,160.0,13.3,37,37.0,9.4
BRB,2020-06-30,Barbados,53,152.4,14.0,10,-16.7,2.6,16,-36.0,4.2,111,-13.3,29.3,8,100,2.1,13,-13.3,3.4,7,75.0,1.8,44,-8.3,11.6,12,-47.8,3.2,24,0.0,6.3,6,100.0,1.6,44,-15.4,11.6,31,-16.2,8.2
BLZ,2020-06-01,Belice,11,0,25.0,3,0,6.8,2,0,4.5,9,0,20.5,2,0,4.5,3,0,6.8,2,0,4.5,1,0,2.3,2,0,4.5,0,0,0,1,0,2.3,8,0,18.2,0,0,0
BLZ,2020-06-02,Belice,13,18.2,39.4,0,-100.0,0,3,50.0,9.1,7,-22.2,21.2,0,-100.0,0,3,0.0,9.1,1,-50.0,3.0,0,-100.0,0,1,-50.0,3.0,1,100,3.0,1,0.0,3.0,3,-62.5,9.1,0,0,0
BLZ,2020-06-03,Belice,15,15.4,26.8,2,100,3.6,8,166.7,14.3,5,-28.6,8.9,3,100,5.4,4,33.3,7.1,3,200.0,5.4,2,100,3.6,1,0.0,1.8,1,0.0,1.8,1,0.0,1.8,6,100.0,10.7,5,100,8.9
BLZ,2020-06-04,Belice,37,146.7,50.0,3,50.0,4.1,3,-62.5,4.1,6,20.0,8.1,0,-100.0,0,0,-100.0,0,0,-100.0,0,3,50.0,4.1,0,-100.0,0,4,300.0,5.4,0,-100.0,0,5,-16.7,6.8,13,160.0,17.6
BLZ,2020-06-05,Belice,35,-5.4,60.3,0,-100.0,0,3,0.0,5.2,2,-66.7,3.4,1,100,1.7,0,0,0,2,100,3.4,1,-66.7,1.7,2,100,3.4,0,-100.0,0,3,100,5.2,8,60.0,13.8,1,-92.3,1.7
BLZ,2020-06-06,Belice,19,-45.7,45.2,1,100,2.4,2,-33.3,4.8,4,100.0,9.5,0,-100.0,0,4,100,9.5,0,-100.0,0,1,0.0,2.4,0,-100.0,0,2,100,4.8,0,-100.0,0,5,-37.5,11.9,4,300.0,9.5
BLZ,2020-06-07,Belice,13,-31.6,33.3,1,0.0,2.6,7,250.0,17.9,3,-25.0,7.7,2,100,5.1,4,0.0,10.3,0,0,0,1,0.0,2.6,3,100,7.7,1,-50.0,2.6,0,0,0,4,-20.0,10.3,0,-100.0,0
BLZ,2020-06-08,Belice,16,23.1,42.1,1,0.0,2.6,2,-71.4,5.3,3,0.0,7.9,1,-50.0,2.6,2,-50.0,5.3,1,100,2.6,0,-100.0,0,1,-66.7,2.6,0,-100.0,0,2,100,5.3,7,75.0,18.4,2,100,5.3
BLZ,2020-06-09,Belice,15,-6.2,42.9,1,0.0,2.9,3,50.0,8.6,5,66.7,14.3,0,-100.0,0,2,0.0,5.7,0,-100.0,0,2,100,5.7,0,-100.0,0,2,100,5.7,3,50.0,8.6,1,-85.7,2.9,1,-50.0,2.9
BLZ,2020-06-10,Belice,16,6.7,38.1,3,200.0,7.1,0,-100.0,0,8,60.0,19.0,1,100,2.4,2,0.0,4.8,0,0,0,3,50.0,7.1,1,100,2.4,1,-50.0,2.4,1,-66.7,2.4,5,400.0,11.9,1,0.0,2.4
BLZ,2020-06-11,Belice,20,25.0,25.3,3,0.0,3.8,8,100,10.1,20,150.0,25.3,6,500.0,7.6,4,100.0,5.1,2,100,2.5,5,66.7,6.3,4,300.0,5.1,3,200.0,3.8,1,0.0,1.3,2,-60.0,2.5,1,0.0,1.3
BLZ,2020-06-12,Belice,11,-45.0,13.8,4,33.3,5.0,11,37.5,13.8,21,5.0,26.2,1,-83.3,1.2,1,-75.0,1.2,1,-50.0,1.2,5,0.0,6.2,10,150.0,12.5,6,100.0,7.5,0,-100.0,0,2,0.0,2.5,7,600.0,8.8
BLZ,2020-06-13,Belice,31,181.8,22.3,20,400.0,14.4,9,-18.2,6.5,24,14.3,17.3,2,100.0,1.4,3,200.0,2.2,5,400.0,3.6,4,-20.0,2.9,8,-20.0,5.8,0,-100.0,0,24,100,17.3,5,150.0,3.6,4,-42.9,2.9
BLZ,2020-06-14,Belice,25,-19.4,19.1,26,30.0,19.8,15,66.7,11.5,21,-12.5,16.0,0,-100.0,0,0,-100.0,0,1,-80.0,0.8,10,150.0,7.6,7,-12.5,5.3,0,0,0,19,-20.8,14.5,3,-40.0,2.3,4,0.0,3.1
BLZ,2020-06-15,Belice,27,8.0,22.1,19,-26.9,15.6,16,6.7,13.1,17,-19.0,13.9,4,100,3.3,3,100,2.5,1,0.0,0.8,6,-40.0,4.9,13,85.7,10.7,0,0,0,11,-42.1,9.0,5,66.7,4.1,0,-100.0,0
BLZ,2020-06-16,Belice,25,-7.4,18.9,10,-47.4,7.6,20,25.0,15.2,25,47.1,18.9,3,-25.0,2.3,1,-66.7,0.8,7,600.0,5.3,3,-50.0,2.3,7,-46.2,5.3,2,100,1.5,22,100.0,16.7,6,20.0,4.5,1,100,0.8
BLZ,2020-06-17,Belice,34,36.0,22.4,16,60.0,10.5,13,-35.0,8.6,30,20.0,19.7,5,66.7,3.3,4,300.0,2.6,3,-57.1,2.0,7,133.3,4.6,10,42.9,6.6,4,100.0,2.6,19,-13.6,12.5,4,-33.3,2.6,3,200.0,2.0
BLZ,2020-06-18,Belice,24,-29.4,16.2,19,18.8,12.8,12,-7.7,8.1,32,6.7,21.6,11,120.0,7.4,9,125.0,6.1,1,-66.7,0.7,7,0.0,4.7,5,-50.0,3.4,2,-50.0,1.4,17,-10.5,11.5,6,50.0,4.1,3,0.0,2.0
BLZ,2020-06-19,Belice,11,-54.2,7.5,26,36.8,17.7,15,25.0,10.2,21,-34.4,14.3,11,0.0,7.5,3,-66.7,2.0,0,-100.0,0,2,-71.4,1.4,15,200.0,10.2,1,-50.0,0.7,23,35.3,15.6,11,83.3,7.5,8,166.7,5.4
BLZ,2020-06-20,Belice,17,54.5,15.3,23,-11.5,20.7,15,0.0,13.5,12,-42.9,10.8,8,-27.3,7.2,1,-66.7,0.9,3,100,2.7,2,0.0,1.8,5,-66.7,4.5,1,0.0,0.9,19,-17.4,17.1,4,-63.6,3.6,1,-87.5,0.9
BLZ,2020-06-21,Belice,16,-5.9,16.5,16,-30.4,16.5,18,20.0,18.6,16,33.3,16.5,4,-50.0,4.1,2,100.0,2.1,2,-33.3,2.1,1,-50.0,1.0,4,-20.0,4.1,0,-100.0,0,10,-47.4,10.3,4,0.0,4.1,4,300.0,4.1
BLZ,2020-06-22,Belice,8,-50.0,6.6,25,56.2,20.7,13,-27.8,10.7,23,43.8,19.0,7,75.0,5.8,2,0.0,1.7,2,0.0,1.7,0,-100.0,0,17,325.0,14.0,2,100,1.7,12,20.0,9.9,2,-50.0,1.7,8,100.0,6.6
BLZ,2020-06-23,Belice,6,-25.0,5.4,19,-24.0,17.0,24,84.6,21.4,14,-39.1,12.5,5,-28.6,4.5,2,0.0,1.8,2,0.0,1.8,2,100,1.8,6,-64.7,5.4,3,50.0,2.7,23,91.7,20.5,2,0.0,1.8,4,-50.0,3.6
BLZ,2020-06-24,Belice,24,300.0,17.1,14,-26.3,10.0,17,-29.2,12.1,15,7.1,10.7,5,0.0,3.6,4,100.0,2.9,0,-100.0,0,9,350.0,6.4,5,-16.7,3.6,2,-33.3,1.4,22,-4.3,15.7,7,250.0,5.0,16,300.0,11.4
BLZ,2020-06-25,Belice,43,79.2,20.5,5,-64.3,2.4,9,-47.1,4.3,23,53.3,11.0,6,20.0,2.9,5,25.0,2.4,2,100,1.0,14,55.6,6.7,18,260.0,8.6,12,500.0,5.7,27,22.7,12.9,20,185.7,9.5,26,62.5,12.4
BLZ,2020-06-26,Belice,28,-34.9,13.9,29,480.0,14.4,11,22.2,5.5,24,4.3,11.9,11,83.3,5.5,3,-40.0,1.5,4,100.0,2.0,16,14.3,8.0,20,11.1,10.0,8,-33.3,4.0,9,-66.7,4.5,17,-15.0,8.5,21,-19.2,10.4
BLZ,2020-06-27,Belice,28,0.0,15.6,8,-72.4,4.4,7,-36.4,3.9,22,-8.3,12.2,9,-18.2,5.0,6,100.0,3.3,4,0.0,2.2,18,12.5,10.0,13,-35.0,7.2,10,25.0,5.6,19,111.1,10.6,14,-17.6,7.8,22,4.8,12.2
BLZ,2020-06-28,Belice,35,25.0,16.9,9,12.5,4.3,6,-14.3,2.9,30,36.4,14.5,7,-22.2,3.4,3,-50.0,1.4,2,-50.0,1.0,18,0.0,8.7,12,-7.7,5.8,13,30.0,6.3,18,-5.3,8.7,12,-14.3,5.8,42,90.9,20.3
BLZ,2020-06-29,Belice,31,-11.4,16.5,8,-11.1,4.3,8,33.3,4.3,38,26.7,20.2,6,-14.3,3.2,7,133.3,3.7,4,100.0,2.1,16,-11.1,8.5,9,-25.0,4.8,6,-53.8,3.2,15,-16.7,8.0,10,-16.7,5.3,30,-28.6,16.0
BLZ,2020-06-30,Belice,34,9.7,20.5,10,25.0,6.0,8,0.0,4.8,22,-42.1,13.3,9,50.0,5.4,6,-14.3,3.6,0,-100.0,0,11,-31.2,6.6,11,22.2,6.6,7,16.7,4.2,16,6.7,9.6,7,-30.0,4.2,25,-16.7,15.1
BOL,2020-06-01,Bolivia,121,0,7.8,50,0,3.2,193,0,12.5,191,0,12.4,546,0,35.4,118,0,7.6,62,0,4.0,41,0,2.7,51,0,3.3,10,0,0.6,11,0,0.7,129,0,8.4,20,0,1.3
BOL,2020-06-02,Bolivia,44,-63.6,6.5,13,-74.0,1.9,93,-51.8,13.8,67,-64.9,10.0,239,-56.2,35.5,55,-53.4,8.2,26,-58.1,3.9,44,7.3,6.5,15,-70.6,2.2,7,-30.0,1.0,5,-54.5,0.7,63,-51.2,9.4,2,-90.0,0.3
BOL,2020-06-03,Bolivia,195,343.2,17.1,38,192.3,3.3,260,179.6,22.8,80,19.4,7.0,250,4.6,22.0,71,29.1,6.2,18,-30.8,1.6,14,-68.2,1.2,25,66.7,2.2,32,357.1,2.8,11,120.0,1.0,126,100.0,11.1,18,800.0,1.6
BOL,2020-06-04,Bolivia,187,-4.1,12.5,57,50.0,3.8,327,25.8,21.9,138,72.5,9.2,371,48.4,24.8,127,78.9,8.5,37,105.6,2.5,18,28.6,1.2,30,20.0,2.0,18,-43.8,1.2,13,18.2,0.9,144,14.3,9.6,26,44.4,1.7
BOL,2020-06-05,Bolivia,247,32.1,9.1,86,50.9,3.2,1454,344.6,53.3,189,37.0,6.9,300,-19.1,11.0,136,7.1,5.0,48,29.7,1.8,13,-27.8,0.5,43,43.3,1.6,11,-38.9,0.4,38,192.3,1.4,134,-6.9,4.9,30,15.4,1.1
BOL,2020-06-06,Bolivia,185,-25.1,11.4,43,-50.0,2.7,579,-60.2,35.7,104,-45.0,6.4,315,5.0,19.4,96,-29.4,5.9,37,-22.9,2.3,34,161.5,2.1,33,-23.3,2.0,6,-45.5,0.4,17,-55.3,1.0,142,6.0,8.8,30,0.0,1.9
BOL,2020-06-07,Bolivia,165,-10.8,13.9,29,-32.6,2.4,308,-46.8,25.9,105,1.0,8.8,286,-9.2,24.0,83,-13.5,7.0,27,-27.0,2.3,15,-55.9,1.3,27,-18.2,2.3,8,33.3,0.7,6,-64.7,0.5,109,-23.2,9.2,23,-23.3,1.9
BOL,2020-06-08,Bolivia,236,43.0,16.3,80,175.9,5.5,312,1.3,21.6,101,-3.8,7.0,364,27.3,25.2,101,21.7,7.0,46,70.4,3.2,17,13.3,1.2,30,11.1,2.1,13,62.5,0.9,19,216.7,1.3,103,-5.5,7.1,25,8.7,1.7
BOL,2020-06-09,Bolivia,230,-2.5,14.1,72,-10.0,4.4,363,16.3,22.3,178,76.2,10.9,415,14.0,25.4,95,-5.9,5.8,46,0.0,2.8,28,64.7,1.7,30,0.0,1.8,5,-61.5,0.3,16,-15.8,1.0,128,24.3,7.8,25,0.0,1.5
BOL,2020-06-10,Bolivia,239,3.9,16.4,61,-15.3,4.2,336,-7.4,23.1,113,-36.5,7.8,386,-7.0,26.5,100,5.3,6.9,35,-23.9,2.4,22,-21.4,1.5,24,-20.0,1.6,10,100.0,0.7,8,-50.0,0.5,94,-26.6,6.5,29,16.0,2.0
BOL,2020-06-11,Bolivia,178,-25.5,13.3,52,-14.8,3.9,271,-19.3,20.2,115,1.8,8.6,373,-3.4,27.8,87,-13.0,6.5,51,45.7,3.8,16,-27.3,1.2,31,29.2,2.3,9,-10.0,0.7,10,25.0,0.7,118,25.5,8.8,32,10.3,2.4
BOL,2020-06-12,Bolivia,196,10.1,15.8,34,-34.6,2.7,224,-17.3,18.0,119,3.5,9.6,352,-5.6,28.3,81,-6.9,6.5,39,-23.5,3.1,20,25.0,1.6,32,3.2,2.6,12,33.3,1.0,10,0.0,0.8,110,-6.8,8.8,15,-53.1,1.2
BOL,2020-06-13,Bolivia,136,-30.6,10.6,63,85.3,4.9,261,16.5,20.3,131,10.1,10.2,371,5.4,28.9,93,14.8,7.2,21,-46.2,1.6,19,-5.0,1.5,34,6.2,2.6,4,-66.7,0.3,10,0.0,0.8,118,7.3,9.2,24,60.0,1.9
BOL,2020-06-14,Bolivia,94,-30.9,8.0,50,-20.6,4.3,260,-0.4,22.2,97,-26.0,8.3,324,-12.7,27.6,99,6.5,8.4,23,9.5,2.0,13,-31.6,1.1,39,14.7,3.3,6,50.0,0.5,7,-30.0,0.6,133,12.7,11.3,28,16.7,2.4
BOL,2020-06-15,Bolivia,147,56.4,12.1,45,-10.0,3.7,242,-6.9,19.9,99,2.1,8.1,371,14.5,30.5,88,-11.1,7.2,24,4.3,2.0,26,100.0,2.1,28,-28.2,2.3,3,-50.0,0.2,18,157.1,1.5,100,-24.8,8.2,25,-10.7,2.1
BOL,2020-06-16,Bolivia,219,49.0,14.8,46,2.2,3.1,258,6.6,17.5,114,15.2,7.7,503,35.6,34.1,83,-5.7,5.6,38,58.3,2.6,26,0.0,1.8,20,-28.6,1.4,10,233.3,0.7,9,-50.0,0.6,120,20.0,8.1,30,20.0,2.0
BOL,2020-06-17,Bolivia,167,-23.7,12.8,38,-17.4,2.9,276,7.0,21.2,96,-15.8,7.4,373,-25.8,28.6,97,16.9,7.4,32,-15.8,2.5,32,23.1,2.5,32,60.0,2.5,14,40.0,1.1,9,0.0,0.7,109,-9.2,8.4,29,-3.3,2.2
BOL,2020-06-18,Bolivia,320,91.6,20.6,38,0.0,2.4,388,40.6,25.0,108,12.5,7.0,371,-0.5,23.9,94,-3.1,6.1,35,9.4,2.3,19,-40.6,1.2,35,9.4,2.3,6,-57.1,0.4,13,44.4,0.8,90,-17.4,5.8,36,24.1,2.3
BOL,2020-06-19,Bolivia,176,-45.0,16.1,35,-7.9,3.2,238,-38.7,21.8,85,-21.3,7.8,286,-22.9,26.1,71,-24.5,6.5,15,-57.1,1.4,11,-42.1,1.0,27,-22.9,2.5,24,300.0,2.2,24,84.6,2.2,82,-8.9,7.5,20,-44.4,1.8
BOL,2020-06-20,Bolivia,125,-29.0,12.3,33,-5.7,3.2,236,-0.8,23.2,46,-45.9,4.5,295,3.1,28.9,59,-16.9,5.8,28,86.7,2.7,14,27.3,1.4,31,14.8,3.0,9,-62.5,0.9,14,-41.7,1.4,108,31.7,10.6,21,5.0,2.1
BOL,2020-06-21,Bolivia,130,4.0,12.6,27,-18.2,2.6,257,8.9,24.9,70,52.2,6.8,264,-10.5,25.6,70,18.6,6.8,23,-17.9,2.2,12,-14.3,1.2,29,-6.5,2.8,11,22.2,1.1,14,0.0,1.4,94,-13.0,9.1,30,42.9,2.9
BOL,2020-06-22,Bolivia,206,58.5,13.6,48,77.8,3.2,345,34.2,22.7,110,57.1,7.3,413,56.4,27.2,166,137.1,10.9,29,26.1,1.9,15,25.0,1.0,49,69.0,3.2,9,-18.2,0.6,10,-28.6,0.7,98,4.3,6.5,19,-36.7,1.3
BOL,2020-06-23,Bolivia,131,-36.4,9.1,44,-8.3,3.0,269,-22.0,18.6,115,4.5,8.0,505,22.3,34.9,105,-36.7,7.3,37,27.6,2.6,19,26.7,1.3,45,-8.2,3.1,8,-11.1,0.6,24,140.0,1.7,119,21.4,8.2,25,31.6,1.7
BOL,2020-06-24,Bolivia,166,26.7,12.1,47,6.8,3.4,322,19.7,23.5,129,12.2,9.4,357,-29.3,26.1,103,-1.9,7.5,15,-59.5,1.1,24,26.3,1.8,37,-17.8,2.7,6,-25.0,0.4,27,12.5,2.0,88,-26.1,6.4,48,92.0,3.5
BOL,2020-06-25,Bolivia,118,-28.9,9.4,70,48.9,5.6,326,1.2,26.1,131,1.6,10.5,317,-11.2,25.4,67,-35.0,5.4,20,33.3,1.6,30,25.0,2.4,37,0.0,3.0,4,-33.3,0.3,14,-48.1,1.1,46,-47.7,3.7,70,45.8,5.6
BOL,2020-06-26,Bolivia,145,22.9,11.4,64,-8.6,5.0,323,-0.9,25.4,119,-9.2,9.4,256,-19.2,20.2,91,35.8,7.2,26,30.0,2.0,30,0.0,2.4,71,91.9,5.6,10,150.0,0.8,17,21.4,1.3,39,-15.2,3.1,79,12.9,6.2
BOL,2020-06-27,Bolivia,134,-7.6,12.5,42,-34.4,3.9,265,-18.0,24.8,123,3.4,11.5,283,10.5,26.4,62,-31.9,5.8,17,-34.6,1.6,14,-53.3,1.3,27,-62.0,2.5,13,30.0,1.2,2,-88.2,0.2,21,-46.2,2.0,67,-15.2,6.3
BOL,2020-06-28,Bolivia,95,-29.1,10.3,42,0.0,4.6,225,-15.1,24.5,92,-25.2,10.0,236,-16.6,25.7,60,-3.2,6.5,18,5.9,2.0,10,-28.6,1.1,26,-3.7,2.8,8,-38.5,0.9,9,350.0,1.0,34,61.9,3.7,64,-4.5,7.0
BOL,2020-06-29,Bolivia,128,34.7,10.7,61,45.2,5.1,292,29.8,24.4,131,42.4,10.9,291,23.3,24.3,96,60.0,8.0,22,22.2,1.8,24,140.0,2.0,20,-23.1,1.7,11,37.5,0.9,6,-33.3,0.5,45,32.4,3.8,71,10.9,5.9
BOL,2020-06-30,Bolivia,166,29.7,11.8,55,-9.8,3.9,370,26.7,26.3,128,-2.3,9.1,387,33.0,27.5,85,-11.5,6.0,27,22.7,1.9,22,-8.3,1.6,25,25.0,1.8,12,9.1,0.9,10,66.7,0.7,34,-24.4,2.4,88,23.9,6.2
BRA,2020-06-01,Brasil,121,0,7.7,50,0,3.2,101,0,6.5,177,0,11.3,511,0,32.7,145,0,9.3,21,0,1.3,65,0,4.2,150,0,9.6,27,0,1.7,21,0,1.3,94,0,6.0,82,0,5.2
BRA,2020-06-02,Brasil,89,-26.4,6.7,41,-18.0,3.1,91,-9.9,6.9,172,-2.8,13.0,449,-12.1,33.9,116,-20.0,8.8,15,-28.6,1.1,78,20.0,5.9,127,-15.3,9.6,16,-40.7,1.2,17,-19.0,1.3,66,-29.8,5.0,46,-43.9,3.5
BRA,2020-06-03,Brasil,199,123.6,12.2,44,7.3,2.7,77,-15.4,4.7,174,1.2,10.7,626,39.4,38.5,101,-12.9,6.2,14,-6.7,0.9,71,-9.0,4.4,117,-7.9,7.2,11,-31.2,0.7,16,-5.9,1.0,137,107.6,8.4,39,-15.2,2.4
BRA,2020-06-04,Brasil,117,-41.2,8.8,56,27.3,4.2,93,20.8,7.0,142,-18.4,10.7,478,-23.6,36.1,92,-8.9,7.0,28,100.0,2.1,67,-5.6,5.1,87,-25.6,6.6,20,81.8,1.5,22,37.5,1.7,91,-33.6,6.9,30,-23.1,2.3
BRA,2020-06-05,Brasil,125,6.8,9.0,65,16.1,4.7,90,-3.2,6.5,140,-1.4,10.1,509,6.5,36.8,126,37.0,9.1,15,-46.4,1.1,54,-19.4,3.9,78,-10.3,5.6,14,-30.0,1.0,13,-40.9,0.9,115,26.4,8.3,38,26.7,2.7
BRA,2020-06-06,Brasil,221,76.8,13.5,48,-26.2,2.9,79,-12.2,4.8,119,-15.0,7.3,560,10.0,34.1,150,19.0,9.1,13,-13.3,0.8,64,18.5,3.9,126,61.5,7.7,20,42.9,1.2,23,76.9,1.4,150,30.4,9.1,68,78.9,4.1
BRA,2020-06-07,Brasil,128,-42.1,9.1,30,-37.5,2.1,69,-12.7,4.9,121,1.7,8.6,524,-6.4,37.3,149,-0.7,10.6,5,-61.5,0.4,52,-18.8,3.7,113,-10.3,8.0,9,-55.0,0.6,22,-4.3,1.6,146,-2.7,10.4,38,-44.1,2.7
BRA,2020-06-08,Brasil,134,4.7,8.0,48,60.0,2.9,116,68.1,6.9,170,40.5,10.1,595,13.5,35.3,162,8.7,9.6,21,320.0,1.2,60,15.4,3.6,104,-8.0,6.2,14,55.6,0.8,31,40.9,1.8,166,13.7,9.9,63,65.8,3.7
BRA,2020-06-09,Brasil,202,50.7,8.4,65,35.4,2.7,198,70.7,8.3,287,68.8,12.0,781,31.3,32.7,242,49.4,10.1,37,76.2,1.5,104,73.3,4.3,130,25.0,5.4,24,71.4,1.0,33,6.5,1.4,188,13.3,7.9,100,58.7,4.2
BRA,2020-06-10,Brasil,265,31.2,10.3,84,29.2,3.3,219,10.6,8.5,356,24.0,13.8,648,-17.0,25.2,205,-15.3,8.0,43,16.2,1.7,117,12.5,4.5,148,13.8,5.8,83,245.8,3.2,27,-18.2,1.0,309,64.4,12.0,69,-31.0,2.7
BRA,2020-06-11,Brasil,145,-45.3,5.6,98,16.7,3.8,164,-25.1,6.3,301,-15.4,11.6,1120,72.8,43.3,199,-2.9,7.7,20,-53.5,0.8,86,-26.5,3.3,137,-7.4,5.3,25,-69.9,1.0,22,-18.5,0.9,221,-28.5,8.6,46,-33.3,1.8
BRA,2020-06-12,Brasil,347,139.3,7.2,160,63.3,3.3,279,70.1,5.8,450,49.5,9.3,2355,110.3,48.9,279,40.2,5.8,51,155.0,1.1,111,29.1,2.3,142,3.6,2.9,66,164.0,1.4,53,140.9,1.1,349,57.9,7.2,175,280.4,3.6
BRA,2020-06-13,Brasil,295,-15.0,8.1,135,-15.6,3.7,296,6.1,8.1,375,-16.7,10.3,1446,-38.6,39.7,304,9.0,8.3,31,-39.2,0.9,81,-27.0,2.2,166,16.9,4.6,45,-31.8,1.2,33,-37.7,0.9,324,-7.2,8.9,115,-34.3,3.2
BRA,2020-06-14,Brasil,376,27.5,9.6,123,-8.9,3.1,283,-4.4,7.2,366,-2.4,9.4,1624,12.3,41.6,295,-3.0,7.5,34,9.7,0.9,84,3.7,2.1,175,5.4,4.5,43,-4.4,1.1,31,-6.1,0.8,374,15.4,9.6,100,-13.0,2.6
BRA,2020-06-15,Brasil,347,-7.7,7.7,142,15.4,3.2,291,2.8,6.5,546,49.2,12.2,1818,11.9,40.5,336,13.9,7.5,75,120.6,1.7,211,151.2,4.7,216,23.4,4.8,81,88.4,1.8,39,25.8,0.9,313,-16.3,7.0,75,-25.0,1.7
BRA,2020-06-16,Brasil,369,6.3,7.0,211,48.6,4.0,444,52.6,8.4,725,32.8,13.8,1990,9.5,37.9,356,6.0,6.8,79,5.3,1.5,221,4.7,4.2,229,6.0,4.4,75,-7.4,1.4,46,17.9,0.9,375,19.8,7.1,137,82.7,2.6
BRA,2020-06-17,Brasil,425,15.2,9.0,157,-25.6,3.3,322,-27.5,6.9,712,-1.8,15.2,1637,-17.7,34.8,350,-1.7,7.4,85,7.6,1.8,215,-2.7,4.6,211,-7.9,4.5,76,1.3,1.6,55,19.6,1.2,344,-8.3,7.3,110,-19.7,2.3
BRA,2020-06-18,Brasil,337,-20.7,8.7,145,-7.6,3.8,302,-6.2,7.8,488,-31.5,12.6,1356,-17.2,35.1,318,-9.1,8.2,68,-20.0,1.8,159,-26.0,4.1,204,-3.3,5.3,66,-13.2,1.7,37,-32.7,1.0,297,-13.7,7.7,81,-26.4,2.1
BRA,2020-06-19,Brasil,382,13.4,9.7,164,13.1,4.1,515,70.5,13.0,505,3.5,12.8,1146,-15.5,29.0,279,-12.3,7.1,76,11.8,1.9,143,-10.1,3.6,244,19.6,6.2,61,-7.6,1.5,42,13.5,1.1,317,6.7,8.0,83,2.5,2.1
BRA,2020-06-20,Brasil,273,-28.5,9.0,136,-17.1,4.5,236,-54.2,7.8,362,-28.3,12.0,972,-15.2,32.2,257,-7.9,8.5,39,-48.7,1.3,117,-18.2,3.9,159,-34.8,5.3,53,-13.1,1.8,32,-23.8,1.1,324,2.2,10.7,59,-28.9,2.0
BRA,2020-06-21,Brasil,321,17.6,8.3,133,-2.2,3.4,344,45.8,8.9,368,1.7,9.5,1124,15.6,29.0,374,45.5,9.6,46,17.9,1.2,133,13.7,3.4,244,53.5,6.3,63,18.9,1.6,37,15.6,1.0,597,84.3,15.4,98,66.1,2.5
BRA,2020-06-22,Brasil,447,39.3,9.4,219,64.7,4.6,360,4.7,7.6,688,87.0,14.5,1360,21.0,28.6,437,16.8,9.2,72,56.5,1.5,211,58.6,4.4,249,2.0,5.2,54,-14.3,1.1,46,24.3,1.0,509,-14.7,10.7,103,5.1,2.2
BRA,2020-06-23,Brasil,495,10.7,9.4,185,-15.5,3.5,450,25.0,8.5,778,13.1,14.7,1808,32.9,34.2,367,-16.0,6.9,58,-19.4,1.1,220,4.3,4.2,224,-10.0,4.2,98,81.5,1.9,39,-15.2,0.7,443,-13.0,8.4,118,14.6,2.2
BRA,2020-06-24,Brasil,1132,128.7,11.8,524,183.2,5.5,570,26.7,6.0,1007,29.4,10.5,1779,-1.6,18.6,1914,421.5,20.0,111,91.4,1.2,623,183.2,6.5,626,179.5,6.6,185,88.8,1.9,221,466.7,2.3,632,42.7,6.6,233,97.5,2.4
BRA,2020-06-25,Brasil,1389,22.7,12.4,676,29.0,6.0,630,10.5,5.6,998,-0.9,8.9,1579,-11.2,14.1,2819,47.3,25.2,140,26.1,1.3,720,15.6,6.4,908,45.0,8.1,150,-18.9,1.3,210,-5.0,1.9,682,7.9,6.1,284,21.9,2.5
BRA,2020-06-26,Brasil,1430,3.0,14.0,587,-13.2,5.7,553,-12.2,5.4,972,-2.6,9.5,1914,21.2,18.7,2240,-20.5,21.9,113,-19.3,1.1,519,-27.9,5.1,779,-14.2,7.6,128,-14.7,1.3,154,-26.7,1.5,601,-11.9,5.9,225,-20.8,2.2
BRA,2020-06-27,Brasil,1070,-25.2,11.3,552,-6.0,5.8,474,-14.3,5.0,569,-41.5,6.0,2554,33.4,27.0,2134,-4.7,22.6,45,-60.2,0.5,368,-29.1,3.9,645,-17.2,6.8,132,3.1,1.4,112,-27.3,1.2,632,5.2,6.7,156,-30.7,1.7
BRA,2020-06-28,Brasil,1167,9.1,11.9,512,-7.2,5.2,465,-1.9,4.7,588,3.3,6.0,2328,-8.8,23.8,2295,7.5,23.4,54,20.0,0.6,307,-16.6,3.1,687,6.5,7.0,147,11.4,1.5,142,26.8,1.4,830,31.3,8.5,277,77.6,2.8
